Id_comment,commentaire,qualite
3385071,nam et patrick ont su être des hôtes à la fois accueillants prévenants disponibles et discrets l'appartement est idéalement situé central et aisément accessible depuis l'aéroport cdg l'intérieur témoigne d'un don pour l'agencement rehaussé d'un goût certain pour la décoration vous y trouverez tout ce dont vous pouvez avoir besoin du sèche cheveux au chargeur en passant par moult documentations sur la ville ou une trousse de premier soin si si pour vos éventuelles ampoules ou autres petits bobos prenez le temps de promener votre regards sur les multiples détails qui peuplent cet appartement c'est une visite en soi le froid arctique qui régnait sur paris lors de mon séjour jamais vu autant de neige à paris me permet de confirmer que le chauffage est très efficace l'isolation phonique est également à la hauteur profitez aussi de la hi fi simple mais de bonne qualité et de la sélection de cds mise à disposition j'ai particulièrement apprécié l'album de ben harper le réseau wifi est également performant la cuisine est simple mais   là encore   intelligemment agencée et vous permettra d'agréablement éviter un nième sandwich   en conclusion comme vous l'aurez compris c'est un sans fautes merci nam patrick,positif
116144019,nous avons passé un excellent séjour chez charlie son accueil a été impeccable c'est un hôte très attentionné et accueillant qui a passé du temps à nous faire visiter l'appartement et nous expliquer tout ce qu'il y avait à faire et voir dans le quartier et aux alentours pour que nous passions un bon weekend son appartement est très joli et très bien situé pour visiter paris aisément tout en étant très calme nous y retournerons sans hésiter merci beaucoup charlie,positif
54826177,super weekend dans ce chaleureux appartement très propre et proche de la gare montparnasse nous avons été ravies je vous le conseille,positif
111869020,l'appartement de jennifer est admirablement bien décoré à l'identique des photos le quartier bien sûr est très agréable boutiques restauration rapide restaurants métro à proximité cela nous a permis de passer un agréable séjour à paris magali et siko,positif
55428100,eucechou était une hôtesse géniale  super acceuillante même à 23h le soir gentille et aimable le chambre était bien propre et une bonne taille pour nous l'appart sentait toujours super bon était bien propre et chaud ce qui faisait du bien en rentrant eucechou préparait les petits gâteaux et les fruits pour nous pour manger le matin qu'on a également beacoup apprecié merci eucechou pour nous avoir acceuillé dans ta jolie maison vous êtes bienvenue en angleterre quand vous voulez,positif
133397032,le logement de pauline a une situation idéale car en plein centre ville donc tous les services sont facilement accessibles à pied en même temps il est au calme le logement est petit mais pour une personne seule c'est largement suffisant il y a le nécessaire pour cuisiner simplement j'ai passé un une excellente semaine,positif
61242019,très joli studio et tellement bien placé nous avons eu l impression d être parisiennes excellent service de celine à conseiller,positif
24032280,claire est très accueillante est très sympathique,positif
24387591,un accueil adorable chaleureux et accommodant car nous atterrissions très tôt et nos hôtes nous ont permis d'entrer dans l'appartement immédiatement tout est conforme au descriptif appartement clair impeccable très bien situé et des hôtes parfaits nous recommandons,positif
9374440,très bon séjour à paris studette idéalement placée en 3 jours nous avons pris le métro qu'une seule fois deborah est très accueillante et arrangeante le logement est certes petit mais il comporte tout ce dont il faut je vous le recommande,positif
129106942,appartement très bien situé et idéal pour une famille avec 2 enfants claire et ben ont été très arrangeants et d'excellents conseils pour les lieux à voir ainsi que les différents restaurants ou bars alentours pour une prochaine venue à paris nous saurons quel appartement choisir,positif
21223986,avons été très bien accueilli quartier très agréable avec commerces bars restaurant très central pour découvrir paris l'appartement est très clair et agréable,positif
68820065,séjour ultra court une nuit mais très agréable chez charlotte qui m'a accueilli avec gentillesse malgré l'heure tardive de mon arrivée le lit est des plus confortables et l'appartement propre je recommande,positif
137399754,petit appartement très bien équipé on se sent comme à la maison,positif
27557025,son antre est aussi agréable que son accueil merci à laure marie d'avoir était patiente et de m'avoir attendu assez tard l'appartement correpond parfaitement au descriptif c'est un petit nid douillet situé dans un quartier très sympathique avez le métro à trois minutes à pied au plaisir de m'y rendre de nouveau,positif
36050191,excellent séjour à paris chez maxime qui s'est montré toujours réactif accueillant et sympathique l'appartement est impeccable idéalement situé très confortable literie de grande qualité et très calme avec les fenêtres ouvertes le soir de la fête de la musique j'ai dormi comme un loir  merci encore maxime i highly recommend maxime's apartment in the heart of the latin quarter in paris maxime has been extremely reactive very welcoming and friendly the apartment is spotless very comfortable the bed is a blessing and very calm you won't be disappointed,positif
136549212,les hotes sont tres bienveillants et tres sympas l'appartement est tres agreable tres commode et calme tres bien situe par rapport aux transports je regrette que a cause du temps froid j'ai pas eu possibilite d'utiliser une terrasse   ca doit etre tres agreable,positif
25810008,romain nous a très bien accueillis chez lui son appart' est très bien situé proche de plusieurs stations de métro quartier animé etc cependant niveau propreté c'était vraiment pas top les 3 4 des aliments du frigo étaient périmés de plus il était très sale idem pour les plaques et le micro onde nous avons passé un bon séjour malgré ça^^,positif
81616804,l'appartement était très bien situé pour ce que j'avais a faire à paris mais celui ci est vraiment très petit je n'y passerais pas plusieurs jours et encore moins à deux sauf si vrmt vs n'y faute que dormir l'appartement est au rez de chaussé sous le porche d'entrée il y a donc beaucoup de passage durant la nuit la lumière du porche et le bruit des passant de l'immeuble m'a réveillé à plusieurs reprise point positif j'ai pu faire une réservation à la dernière minute,positif
2124048,superbe petit studio très bien situé j'ai été très bien accueillie a recommander,positif
113867504,nous avons passés un très bon séjour l'appartement est très bien placé pour découvrir paris et le quartier est très agréable avec ses restaurants commerces tout est à proximité nous avons été très bien accueillies et l'appartement possède même un garage ce qui est un réel avantage à paris je vous conseil vivement cet endroit,positif
4298806,nous avons loué l'appartement de marie pour 4 jours le temps de visiter paris nous sommes ravis de notre séjour l'appartement est très bien situé proche du métro du bus de montmartre extrêmement calme bien aménagé propre marie était disponible pour nous donner   reprendre les clés à l'heure qui nous arrangeait un plus une expérience à renouveler,positif
13352360,appartement très bien placé avec ligne métro à deux pas literie très confortable lumineux équipement optimal propre déco très sympa en résumé très agréable séjour comme à la maison,positif
33242764,l'appartement proposé par eloise est exactement comme décrit dans l'annonce il est très bien équipé et très bien situé pour visiter paris les douches dans chaque chambre sont absolument idéales pour ne pas prendre de temps avant de partir à la conquête de la ville nous avions eu un peu peur que ce soit bruyant au vue de sa situation sur la rue de rivoli mais finalement nous n'avons pas été incommodé par le bruit de la circulation de plus eloïse a été flexible concernant les horaires d'arrivée et de départ ce qui est très appréciable je recommande ce logement,positif
51640966,pour le prix il ne fait pas s'attendre à quelque chose de grandiose ce n'est pas dans une habitation que vous allez entrer mais une espèce d'hôtel en fait entre l'hôtel et l'auberge de jeunesse puisqu'il y a 13 chambres réparties sur trois niveaux une cuisine en sous sol avec une laverie une fois que l'on sait cela tout est cependant correct  chambre petite mais propre salle d'eau et wc partagés sur le palier également plutôt propres pour des sanitaires communs le logement est à 5 min à pieds de la station de métro porte de bagnolet nous avons été accueillies par une jeune fille qui serait la cousine de sophie mais même si c'est pas le cas on s'en fiche un peu nous n'avons eu aucun problème et le rapport qualité prix est là,positif
83298677,le logement était bien décrit nous avons été bien accueillis c'est assez rudimentaire mais correct la personne était présente pour le check in out,positif
61139392,l'appartement était très propre très spacieux pour 2 personnes tout est prévu on se sentait à la maison le quartier est agréable et l'appartement est près du métro une bonne organisation pour obtenir laisser les clés même en réservant au dernier moment et c'était une bonne exercice de monter jusqu'au 7ième étage,positif
30542672,appartement très bien situé au coeur de montmartre et très proche du métro donc facile d'accès julia a tout prévu et son appartement est bien équipé nous y avons passé un très bon séjour je recommande cet appartement,positif
123066055,accueil remarquable et fort sympathique,positif
24425136,nous avons passé un superbe séjour à paris l'appartement est très bien placé moderne agréable et au calme nous n'hésiterons pas à revenir et à le recommander à nos connaissances merci brice christine et grégoire,positif
11320560,appartement trés bien situé à une minute du metro et 10 mn à pied des abesses ou de la renomée rue lepic une chambre unique avec des volets et une armoire petite mais suffisante pour 3 jours l'appartement donne à l'arrière donc pas de bruit de rue mais les murs sont fins et on entend trés bien les voisins cela ne nous a pas trop derangés car les nuits étaient calmes nous n'avons pas rencontré directement le proprietaire mais par mails ou sms nous avons eu des reponses rapides et une disponibilité appreciable nous reviendrons et nous conseillerons cet appartement,positif
2429760,c'était merveilleux deux semaines de vacances à paris studio est petite pour une ou deux personnes mais il ya tout le nécessaire et il a été entièrement préparés pour ma visite le studio est placé dans une jeunesse région avec beaucoup de restaurants et magasins mais sur la rue calme de   vous pouvez facilement revenir à la maison a nuit studio proximité d'avellino de métro de la bastille dont rapide et permet d'accéder directement à toutes les principales attractions ainsi que jusqu'à la gare d'austerlitz à partir de laquelle vous pouvez aller à la porte de versailles aussi sur place il y a une station de taxis quand il est temps d'aller à l'aéroport charles de gaulle je n'avais aucun problème a pris de là en taxi et en 35 40 minutes en arrive à l'aéroport près de la maison il ya deux supermarchés celui qui est le plus proche de la maison de ferme un peu tard pour la france   où est présenté le bon choix de produits deux fois par semaine le marché fonctionne sur la rue d'à côté dans le studio tout est très propre et bien pensé et facile mais aussi une atmosphère chaleureuse et un charme spécial on sent que le propriétaire aime son appartement  dans la salle de bains il y a petite lucarne romantique dans l'appartement il y a une grande et très confortable lit double   ce qui est important pour ceux qui font de promenades à pied toute la journée le studio est chaleureux lumière pas de problèmes avec de l'eau chaude il y a une grande télévision et rapide sans interruption internet wi fi calmes voisins l'emplacement de studio est très bon pratiquement au coeur de la ville de sorte que le centre peut se déplacer à pied je n'ai pas pratiquement pas apprécié de métro à notre dame   30 minutes à pied se jusqu'à la tour eiffel   2 5 heures à pied à l'arc de triomphe   2 heures à pied paris très agréable et intéressant de marcher à pied surtout quand le soleil brille et que la chaleur parce qu'il est magnifique   merci beaucoup maribel gue tu as fourni l'occasion de vivre comme parisienne dans ton appartement c'était la meilleure mes vacances the studio is small for one or two but it has everything you need and it was fully prepared for my visit the studio is located in a youth area with many restaurants and shops but on a quiet street   noise from the street is not heard and you can easily go back at home at night next to the house there are two supermarkets one big and very comfortable double bed is in the studio   that is important for those who walking on foot around paris all day the location of the studio is very good almost in the very center of the city so you can get around the center by foot it was the best of my vacation,positif
23117305,appartement très accueillant et tout a fait conforme a la description idealement situe nous avons passe un excellent sejour j'y retournerai sans hesiter,positif
108765094,nous avons passer un agréable séjour l'appartement est conforme a nos attentes hôte a l'écoute,positif
91554133,très bel appartement idéalement situé pour une virée à 2,positif
54446303,tout s'est bien passé très bonne location à deux pas de st paul,positif
7598006,nous avons passé un excellent séjour à l'appartement de sophia voici quelques points culminants de l'hébergement l'emplacement à quelques pas du métro dans le 20e arrondissement quartier des plus intéressants multiculturel et particulièrement vivant l'esthétisme et la propreté du logement l'ascenseur pour se rendre au 6e étage après une journée haute en déplacements les marchés à proximité les bistros et salles de spectacle aux alentours la superbe vue sur les toits le lit particulièrement confortable et plus important encore l'approche chaleureuse la flexibilité la gentillesse de sophia ainsi que la clarté des communications avec elle merci encore pour le merveilleux séjour nous reviendrons,positif
56455648,magnifique appartement et idéalement situé merci à laurence pour sa disponibilité et son accueil,positif
36482467,l'accueil de caroline est irréprochable contactée un jour pour le soir même elle a été très réactive et arrangeante aux petits soins elle s'assure que tout va bien pour vous durant votre séjour le studio est très petit mais dans la mesure où je n'ai fait qu'y dormir ce fut suffisant merci encore caroline pour votre gentillesse et votre accueil,positif
5011133,j'ai loué l'appartement de julien pour une autre personne qui l'a beaucoup apprécié julien est très accueillant et chaleureux merci,positif
53033954,l'appartement de pierre et letitia est vraiment super il est super bien situé dans un de mes quartier préféré pleins de bon resto bistro est bar autour le studio est tout neuf et bien aménagé et en plus il est dans un petite cours au rez de  chaussée qui rend cet appartement extrêmement calme pierre et letitia étaient super réactives car on cherchait un appartement en urgence j'ai envoyé la demande et 10 min plus tard j'ai eu la réponse l'appartement corresponde absolument à la description encore merci à pierre et letitia,positif
114790789,appartement très bien situé il est très bien aménagé pour y passer un agréable séjour literie de qualité pierre nous a offert une bouteille de bienvenue il est toujours disponible et nous a donné quelques conseils de restaurants n'hésitez pas superbe week end pour notre part,positif
29057725,c'est mon deuxième séjour dans ce jolie appartement je le recommande à tous pour un séjour touristique ou pour le travail très bien placé dans une rue calme à coté du métro   ligne 1 taxis autobus et les cars air france juste à coté plusieurs cafés et restaurants sympas dans le coin communication impeccable avec le propriétaire nicolas ainsi qu'avec ses parents qui habitent juste en face très bon séjour du travaille aucun soucis merci nicolas,positif
71227926,jolie appartement bien équipé et idéalement situé pour visiter paris sébastien est disponible et arrangeant nous avons passé un agréable séjour,positif
121190974,agréable chaleureux très beau balcon avec vue sur les toits et très bonne communication j'y reviendrais avec joie,positif
32968264,logement très bien parfait emplacement très bon contact avec albert,positif
28005667,logement bien décris conforme et très bon accueil d'anne quartier très agréable où il fait bon vivre j'ai vraiment beaucoup apprécié,positif
56789757,acceuil chaleureux très bel appartement très belle vue  je reviendrais certainement lors d'un prochain voyage pro sur paris,positif
82764254,nous avons agréablement reçu le logemement est super et correspond les propriétaires sont très sympathique et discret,positif
22536383,on a choisi cet apartement pour son emplacement près de la gare du nord et c'était vraiement très près juste 2 minute de la gare elle nous a acceuilli malgré l'arrivée tardive de l'eurostar un autre bonus l'apartement avait tout ce qu'il nous fallait c'était propre et chaleureux et assez grand pour 4 personnes boulangerie et carrefour a quelques metres aussi très pratique même si le salon donne sur la rue le double vitrage a bien réussi a bloquer le bruit de la circulation en bas we picked this apartment due to its close location to the gare du nord and it was really close only a couple of minutes walking if that this was a huge advantage both for our arrival departure as well as for sightseeing florence was also really flexible for our arrival which was late evening the apartment was clean and cosy big enough for 4 people without feeling too crowded there is a bakery across the road and a grocery store less than 100m away the apartment is on a busy road but windows and the 4th floor elevation blocked out most of the noise from the traffic,positif
126888147,appartement confortable et calme très bien situé dans un quartier agréable,positif
54424815,super appart tout équipée très propre facile d'accès proche tour eiffel quartier animé sans être trop veuillent la nuit commerce ouvert jusqu'à 23h hôte très sympa et accueillant que du positif je vous le conseil,positif
19184882,ce fut un séjour mémorable l'appartement de corinne est parfaite même pour deux personnes qui font chambres séparées la situation géographiques est parfaite à quelques pas de la seine je vous le recommande fortement autant pour son prix la propreté et l'accueil de corinne malgré notre retard de 1h30 elle était tout sourire et agréable merci corinne,positif
69788052,soukaina a été très disponible pour nous et surtout très agréable un véritable plaisir de la rencontrer l'appartement est très bien placé à côté d'une station de métro notre séjour s'est vraiment très bien passé le plus  la place de parking dans un garage sous terrain et large aussi  aucun problème pour stationner un monospace,positif
4133465,localisation en plein coeur de paris et à côté du métro appartement très sympa et bien équipé nous regrettons juste de ne pas avoir pu profiter de la superbe terrasse à cause du temps hote disponible et accueillant,positif
137719330,logement très agréable eric a été disponible et compréhensif pour le check in out,positif
83177315,un grand appartement très agréable avec l'accueil chaleureux de plus il est près d'un très bon restauto la cantine du troquet,positif
121196280,le transport est très pratique il y a une station de métro très proche la maison est bien meublée deux chambres et un grand canapé dans le salon on peut cuisiner soi même aussi le plus important c'est la propriétaire est très sympas très gentille quand on a des problèmes elle nous donne beaucoup de solutions s'il y a la prochaine fois je vais commander cette maison encore,positif
82160346,super appartement et hôte très accueillant je recommande,positif
127692655,maxime est un super hôte son appartement est mignon et cosy pratique et bien situé je le recommande vivement,positif
37716006,je me suis sentie comme à la maison chez isabelle l'appartement est décoré avec goût spacieux et très agréable la chambre avec sa terrasse et sa salle de bain privative offre l'intimité et le confort dont on a besoin pour un court séjour le quartier est calme et vivant à la fois avec son primeur ses boulangeries et autres petites restaurations evidemment je recommande isabelle comme hôte,positif
49268828,très bon moment chez katie accueil parfait avec la concierge qui était là pour me donner les clefs appartement agréable,positif
58784190,studio très bien situé et organise au cœur de paris bonne réception de la part d yves un hébergement à recommander pour ceux qui n ont pas besoin d un grand espace,positif
27073511,très bel appartement idéalement équipé situé proche du sacré coeur et du métro juliette est sympa acceuillante et flexible idéal pour un court séjour à paris recommanded,positif
11729766,le deux pieces d' arnaud est vraiment propre et spacieux pour un couple ou une personne seule mes parents y ont sejourne arnaud s' est montre extremement disponible malgre la demande faite en derniere minute car nous avions perdu une precedente reservation et disponible pour que nous puissions recuperer quelque chose oublie sur place je recommande fortement cet appartement arnaud's flat is simply great really clean and with enough space for a couple or a single person my parents stayed there and arnaud proved very available even if we made our booking request at the very last minute due to a last minute cancellation from a different host and even if we were late and very available when i needed to retrieve something my mother had left there i recommend this flat greatly,positif
5896499,les hôtes sont sympatiques cependant ne vous fiez pas trop aux photos car lors de mon séjour il y avait un bordel pas possible dans l'appart j'ai cru halluciner et pourtant je ne suis pas maniaque du ménage très bien placé près de la station de métro bastille restos marchés et commerces à proximité donc dans l'ensemble c'est un bon compromis pour un petit weekend à paris,positif
9039104,très bon accueil appartement conforme à sa description bien situé proche métro et commerces quartier calme appartement propre et bien équipé,positif
7184023,bonjour l'appartement est parfait le balcon est très agréable et nous pouvons tout trouver à proximité,positif
10007276,mes collègues ont apprécié leur séjour chez anne katerine tout s'est très bien déroulé communication check in etc merci pour votre confiance anne katerine,positif
4486678,très bon contact avec eric tout a été fluide et sans surprise mon collègue pour qui j'avais loué la chambre m'a confirmé avoir passé un bon séjour dans un très bon quartier et que l'appartement était propre et agréable je garderai donc l'adresse pour de prochaines visites,positif
4070917,hôte très ouvert et facilement joignable et disponible l'appartement était vraiment ce à quoi je m'attendais pas de mauvaise surprise un hôte et un appartement que je recommande encore merci hugo,positif
5314603,très bon contact avant la location les instructions pour parvenir au logement étaient claires l'appartement est situé proche d'une station de métro très appréciable avec les enfants pour les visites l'appartement était très propre et bien équipé je recommande,positif
64290013,bel appartement très bien situé et très propre très bon séjour,positif
81222705,première réaction en entrant dans l'appartement à richard et stella est wow quelle belle vue sur paris exactement comme décrit dans les photos tout était propre et l'appartement est très bien équipée nous avons appréciés la sécurité du complexe à deux pas du métro près des marchés pâtisseries,positif
29259787,pascal est très agréable et ses explications relatives à l'intendance sont claires et concises le studio est conforme à la description il y a tout ce dont on a besoin et l'espace est utilisé de manière optimale je confirme que la vue sur paris est exceptionnelle bref nous avons passé un excellent week end je recommande vivement ce studio,positif
114720079,très bon séjour appartement cosy et calme quartier très agréable,positif
12287863,studio neuf calme et ensoleillé confortable et pratique idéalement situé à 2pas du centre historique de paris nous avons passé un délicieux séjour chez notre charmante hôtesse,positif
120053577,c'était parfait un grand merci à alix,positif
66014655,bel appartement très bien situé nous avons passé un excellent séjour,positif
28488910,super séjour à 2 pas de la porte de versailles l'appartement est propre bien agencé malgré sa taille merci pour les serviettes et les url hidden résidence est très calme nous n'avons croisés aucun voisin je recommande vivement ce logement et lola est très disponible pour rendre le séjour encore plus facile à bientôt,positif
90458800,valérie a été très accueillante elle nous a donné de bonnes adresses du quartier qui nous ont été bien utiles son appartement est agréable malgré une rue très animée le soir la salle d'eau est exigüe et l'utilisation du sanibroyeur a été pour nous une réelle contrainte,positif
124526402,une expérience agréable chez arnaud qui est très sympas la chambre est jolie et propre avec les décorations magnifiques le quartier est proche de métros et restos etc fortement recommandé,positif
56218359,superbe appartement décoré avec beaucoup de goût confortable et très bien équipé il es situé à deux pas du métro dans un quartier très agréable proches de bar et de restaurants de tout types un grand merci pour l'accueil qui m'a été réservé je ne peux que conseiller cet appartement,positif
54587867,petit studio agréable au calme bien agencé et très bien situé,positif
60932233,hôte très sympathique et accommodant l'appartement était décoré avec goût et fut très agréable à vivre situé sur une rue vivante avec de nombreux restaurants et petits cafés très près du métro et de l'autobus super pratique,positif
14385181,nous n'avons pas rencontré grégory mais il a quand même été accessible pour répondre à nos questions l'appartement est parfait pour deux il est très propre bien aménagé et bien équipé le quartier est très agréable il y a un bon nombre de petits restaurants pour tous les prix à proximité,positif
129068376,l'appartement est très propre très agréable et parfaitement placé j'y reviendrai c'est sur,positif
60717692,louis est un hôte très accueillant convivial et chaleureux très prévenant tout est en place pour un séjour agréable l'appartement est très bien situé dans un quartier calme et commerçant la chambre est propre et tout est prêt pour une nuit agréable la salle de bains est très propre un séjour bien agréable que je n'hésite pas à renouveler et que je recommande fortement,positif
24847844,très bon accueil de notre hôte ludwig qui a été très arrangeant et réactif lorsque nous avons eu un souci technique le studio est bien situé tout près d'une station de métro et bien équipé dommage que l'isolation ne soit pas aussi bonne,positif
52417309,petit séjour parfait chez william nous avons échangé par message et il nous a d'abord très bien expliqué la façon dont nous pouvions venir jusqu'à chez lui très précisément il est très accueillant et chaleureux l'appartement était idéalement situé près de ce que nous voulions voir et ce que nous avions à faire je recommande et je n'hésiterai pas à réserver de nouveau chez william lors de mon prochain séjour à paris,positif
136075076,l'appartement est très agréable j'y retourne la semaine prochaine,positif
134061621,idéalement situé et plein de charme convient en solo ou en couple et aux nostalgiques de la jolie chambre d'étudiant de leur jeunesse,positif
25306669,appartement confortable et idéalement placé vue magnifique sur paris ligne de bus très pratique pour l'accès au coeur de paris places de parking bon accueil merci emmanuelle,positif
5566422,séjour très agréable chez pauline qui est une hôte très sympatique et qui m'a offert un accueil chaleureux lors de mes oraux à paris son soutient et sa gentillesse m'ont été très bénéfique de plus la chambre est cosy je vous la recommande,positif
23681982,carole nous a accueilli et présenté l'appartement de manière précise et très chaleureuse toute la documentation concernant ce que le quartier et paris pouvait nous offrir était à disposition son appartement est coquet très propre très bien entretenu et très fonctionnel de plus la kitchenette très bien équipée et fournie en nutriments d'accueil nous ne manquerons pas de recommander cette adresse à nos amis notre séjour a été parfait merci à tous airbnb et carole,positif
122857028,appartement spacieux et très bien situé,positif
51717911,bonsoir appartement super bien situé avec accueil et grande disponibilité,positif
111080999,notre séjour chez marie était très agréable et la chambre est en fait presque un appartement complet porte d'entrée séparée douche et toilettes privées c'est très bien équipé et le quartier est vraiment sympa seul petit bémol  du bruit le soir car il y a un bar juste à côté de l'immeuble pas très tard les soirs de semaine plus tard le samedi soir,positif
70962234,très jolie appartement et très bien située nous sommes ravis de notre séjour et notre garçon de 6 ans était très content de dormur dans une chambre d'enfant l'immeuble est très sécurisé et margot se rend très disponible par téléphone en tt cas n'hésitez pas en plus la deco est sympa l'entrée du métro à 1 min et un marché locale à 10 min à pied,positif
30681014,nous avons loué cet appartement pour y loger des amies venues nous rendre visite à paris l'appartement est haut perché 7 étages mais très agréable le salon avec ses deux canapés est très agréable pour discuter le quartier est animé avec beaucoup de commerces ouverts y compris le dimanche il est idéal pour séjourner à paris pour 2 à 4 personnes,positif
88314189,appartement très agréable spacieux et lumineux la localisation est parfaite pour sortir et se déplacer en métro nous reviendrons dans cet appartement pour notre prochain séjour sur paris,positif
