Airline,Airline ID,Name,Source airport,Source,Destination airport,Target,Country
AA,24,American Airlines,CBR,3355,BNE,3320,United States
AA,24,American Airlines,CBR,3355,MEL,3339,United States
AA,24,American Airlines,CBR,3355,SYD,3361,United States
AA,24,American Airlines,CCS,2851,DFW,3670,United States
AA,24,American Airlines,CCS,2851,JFK,3797,United States
AA,24,American Airlines,CCS,2851,MIA,3576,United States
AA,24,American Airlines,CCS,2851,SJU,2890,United States
AA,24,American Airlines,CDG,1382,CLT,3876,United States
AA,24,American Airlines,CDG,1382,DFW,3670,United States
AA,24,American Airlines,CDG,1382,JFK,3797,United States
AA,24,American Airlines,CDG,1382,KUL,3304,United States
AA,24,American Airlines,CDG,1382,LHR,507,United States
AA,24,American Airlines,CDG,1382,MIA,3576,United States
AA,24,American Airlines,CDG,1382,ORD,3830,United States
AA,24,American Airlines,CDG,1382,PHL,3752,United States
AA,24,American Airlines,CHA,3578,CLT,3876,United States
AA,24,American Airlines,CHA,3578,DCA,3520,United States
AA,24,American Airlines,CHA,3578,DFW,3670,United States
AA,24,American Airlines,CHA,3578,ORD,3830,United States
AA,24,American Airlines,CHC,2009,SYD,3361,United States
AA,24,American Airlines,CHO,4015,CLT,3876,United States
AA,24,American Airlines,CHO,4015,LGA,3697,United States
AA,24,American Airlines,CHO,4015,ORD,3830,United States
AA,24,American Airlines,CHO,4015,PHL,3752,United States
AA,24,American Airlines,CHS,3806,CLT,3876,United States
AA,24,American Airlines,CHS,3806,DCA,3520,United States
AA,24,American Airlines,CHS,3806,DFW,3670,United States
AA,24,American Airlines,CHS,3806,MIA,3576,United States
AA,24,American Airlines,CHS,3806,PHL,3752,United States
AA,24,American Airlines,CID,4043,DFW,3670,United States
AA,24,American Airlines,CID,4043,ORD,3830,United States
AA,24,American Airlines,CLE,3486,CLT,3876,United States
AA,24,American Airlines,CLE,3486,DFW,3670,United States
AA,24,American Airlines,CLE,3486,JFK,3797,United States
AA,24,American Airlines,CLE,3486,MIA,3576,United States
AA,24,American Airlines,CLE,3486,ORD,3830,United States
AA,24,American Airlines,CLE,3486,PHL,3752,United States
AA,24,American Airlines,CLL,3715,DFW,3670,United States
AA,24,American Airlines,CLO,2715,MIA,3576,United States
AA,24,American Airlines,CLT,3876,ABE,4355,United States
AA,24,American Airlines,CLT,3876,AGS,3658,United States
AA,24,American Airlines,CLT,3876,ALB,3864,United States
AA,24,American Airlines,CLT,3876,ANU,2874,United States
AA,24,American Airlines,CLT,3876,ATL,3682,United States
AA,24,American Airlines,CLT,3876,AUA,2895,United States
AA,24,American Airlines,CLT,3876,AUS,3673,United States
AA,24,American Airlines,CLT,3876,AVL,4007,United States
AA,24,American Airlines,CLT,3876,AVP,4286,United States
AA,24,American Airlines,CLT,3876,BDL,3825,United States
AA,24,American Airlines,CLT,3876,BHM,3811,United States
AA,24,American Airlines,CLT,3876,BNA,3690,United States
AA,24,American Airlines,CLT,3876,BOS,3448,United States
AA,24,American Airlines,CLT,3876,BTR,3846,United States
AA,24,American Airlines,CLT,3876,BUF,3820,United States
AA,24,American Airlines,CLT,3876,BWI,3849,United States
AA,24,American Airlines,CLT,3876,BZE,1957,United States
AA,24,American Airlines,CLT,3876,CAE,3561,United States
AA,24,American Airlines,CLT,3876,CAK,4112,United States
AA,24,American Airlines,CLT,3876,CDG,1382,United States
AA,24,American Airlines,CLT,3876,CHA,3578,United States
AA,24,American Airlines,CLT,3876,CHO,4015,United States
AA,24,American Airlines,CLT,3876,CHS,3806,United States
AA,24,American Airlines,CLT,3876,CLE,3486,United States
AA,24,American Airlines,CLT,3876,CMH,3759,United States
AA,24,American Airlines,CLT,3876,CRW,4285,United States
AA,24,American Airlines,CLT,3876,CUN,1852,United States
AA,24,American Airlines,CLT,3876,CVG,3488,United States
AA,24,American Airlines,CLT,3876,CZM,1800,United States
AA,24,American Airlines,CLT,3876,DAB,3950,United States
AA,24,American Airlines,CLT,3876,DAY,3627,United States
AA,24,American Airlines,CLT,3876,DCA,3520,United States
AA,24,American Airlines,CLT,3876,DEN,3751,United States
AA,24,American Airlines,CLT,3876,DFW,3670,United States
AA,24,American Airlines,CLT,3876,DSM,3729,United States
AA,24,American Airlines,CLT,3876,DTW,3645,United States
AA,24,American Airlines,CLT,3876,DUB,599,United States
AA,24,American Airlines,CLT,3876,EWN,3730,United States
AA,24,American Airlines,CLT,3876,EWR,3494,United States
AA,24,American Airlines,CLT,3876,FAY,5738,United States
AA,24,American Airlines,CLT,3876,FCO,1555,United States
AA,24,American Airlines,CLT,3876,FLL,3533,United States
AA,24,American Airlines,CLT,3876,FLO,3879,United States
AA,24,American Airlines,CLT,3876,FPO,1948,United States
AA,24,American Airlines,CLT,3876,FRA,340,United States
AA,24,American Airlines,CLT,3876,GCM,1926,United States
AA,24,American Airlines,CLT,3876,GNV,3472,United States
AA,24,American Airlines,CLT,3876,GPT,4038,United States
AA,24,American Airlines,CLT,3876,GRU,2564,United States
AA,24,American Airlines,CLT,3876,GSO,4008,United States
AA,24,American Airlines,CLT,3876,GSP,4034,United States
AA,24,American Airlines,CLT,3876,HHH,8314,United States
AA,24,American Airlines,CLT,3876,HPN,3589,United States
AA,24,American Airlines,CLT,3876,HSV,4113,United States
AA,24,American Airlines,CLT,3876,HTS,5742,United States
AA,24,American Airlines,CLT,3876,IAD,3714,United States
AA,24,American Airlines,CLT,3876,IAH,3550,United States
AA,24,American Airlines,CLT,3876,ILM,3845,United States
AA,24,American Airlines,CLT,3876,IND,3585,United States
AA,24,American Airlines,CLT,3876,JAN,3580,United States
AA,24,American Airlines,CLT,3876,JAX,3712,United States
AA,24,American Airlines,CLT,3876,JFK,3797,United States
AA,24,American Airlines,CLT,3876,LAS,3877,United States
AA,24,American Airlines,CLT,3876,LAX,3484,United States
AA,24,American Airlines,CLT,3876,LEX,4017,United States
AA,24,American Airlines,CLT,3876,LGA,3697,United States
AA,24,American Airlines,CLT,3876,LHR,507,United States
AA,24,American Airlines,CLT,3876,LIR,1881,United States
AA,24,American Airlines,CLT,3876,LIT,3660,United States
AA,24,American Airlines,CLT,3876,LYH,5753,United States
AA,24,American Airlines,CLT,3876,MBJ,1780,United States
AA,24,American Airlines,CLT,3876,MCI,3458,United States
AA,24,American Airlines,CLT,3876,MCO,3878,United States
AA,24,American Airlines,CLT,3876,MDT,3542,United States
AA,24,American Airlines,CLT,3876,MEM,3473,United States
AA,24,American Airlines,CLT,3876,MEX,1824,United States
AA,24,American Airlines,CLT,3876,MGM,4115,United States
AA,24,American Airlines,CLT,3876,MHT,4011,United States
AA,24,American Airlines,CLT,3876,MIA,3576,United States
AA,24,American Airlines,CLT,3876,MKE,3717,United States
AA,24,American Airlines,CLT,3876,MLB,3671,United States
AA,24,American Airlines,CLT,3876,MOB,3782,United States
AA,24,American Airlines,CLT,3876,MSP,3858,United States
AA,24,American Airlines,CLT,3876,MSY,3861,United States
AA,24,American Airlines,CLT,3876,MYR,3515,United States
AA,24,American Airlines,CLT,3876,NAS,1953,United States
AA,24,American Airlines,CLT,3876,OAJ,4386,United States
AA,24,American Airlines,CLT,3876,OMA,3454,United States
AA,24,American Airlines,CLT,3876,ORD,3830,United States
AA,24,American Airlines,CLT,3876,ORF,3611,United States
AA,24,American Airlines,CLT,3876,PBI,3722,United States
AA,24,American Airlines,CLT,3876,PDX,3720,United States
AA,24,American Airlines,CLT,3876,PGV,6959,United States
AA,24,American Airlines,CLT,3876,PHF,3633,United States
AA,24,American Airlines,CLT,3876,PHL,3752,United States
AA,24,American Airlines,CLT,3876,PHX,3462,United States
AA,24,American Airlines,CLT,3876,PIT,3570,United States
AA,24,American Airlines,CLT,3876,PLS,1754,United States
AA,24,American Airlines,CLT,3876,PNS,3564,United States
AA,24,American Airlines,CLT,3876,PUJ,1760,United States
AA,24,American Airlines,CLT,3876,PVD,3641,United States
AA,24,American Airlines,CLT,3876,PWM,3862,United States
AA,24,American Airlines,CLT,3876,RDU,3626,United States
AA,24,American Airlines,CLT,3876,RIC,3608,United States
AA,24,American Airlines,CLT,3876,ROA,4016,United States
AA,24,American Airlines,CLT,3876,ROC,3622,United States
AA,24,American Airlines,CLT,3876,RSW,3793,United States
AA,24,American Airlines,CLT,3876,SAN,3731,United States
AA,24,American Airlines,CLT,3876,SAT,3621,United States
AA,24,American Airlines,CLT,3876,SAV,3613,United States
AA,24,American Airlines,CLT,3876,SBY,3642,United States
AA,24,American Airlines,CLT,3876,SDF,4014,United States
AA,24,American Airlines,CLT,3876,SEA,3577,United States
AA,24,American Airlines,CLT,3876,SFO,3469,United States
AA,24,American Airlines,CLT,3876,SJD,1840,United States
AA,24,American Airlines,CLT,3876,SJO,1885,United States
AA,24,American Airlines,CLT,3876,SJU,2890,United States
AA,24,American Airlines,CLT,3876,SLC,3536,United States
AA,24,American Airlines,CLT,3876,SMF,3817,United States
AA,24,American Airlines,CLT,3876,SRQ,4067,United States
AA,24,American Airlines,CLT,3876,STL,3678,United States
AA,24,American Airlines,CLT,3876,STT,2883,United States
AA,24,American Airlines,CLT,3876,SXM,2899,United States
AA,24,American Airlines,CLT,3876,SYR,3745,United States
AA,24,American Airlines,CLT,3876,TLH,3698,United States
AA,24,American Airlines,CLT,3876,TPA,3646,United States
AA,24,American Airlines,CLT,3876,TRI,4116,United States
AA,24,American Airlines,CLT,3876,TYS,3676,United States
AA,24,American Airlines,CLT,3876,UVF,2894,United States
AA,24,American Airlines,CLT,3876,VPS,3873,United States
AA,24,American Airlines,CLT,3876,XNA,4356,United States
AA,24,American Airlines,CLT,3876,YOW,100,United States
AA,24,American Airlines,CLT,3876,YUL,146,United States
AA,24,American Airlines,CLT,3876,YYZ,193,United States
AA,24,American Airlines,CMB,3024,AUH,2179,United States
AA,24,American Airlines,CMH,3759,CLT,3876,United States
AA,24,American Airlines,CMH,3759,DCA,3520,United States
AA,24,American Airlines,CMH,3759,DFW,3670,United States
AA,24,American Airlines,CMH,3759,JFK,3797,United States
AA,24,American Airlines,CMH,3759,LAX,3484,United States
AA,24,American Airlines,CMH,3759,LGA,3697,United States
AA,24,American Airlines,CMH,3759,MIA,3576,United States
AA,24,American Airlines,CMH,3759,ORD,3830,United States
AA,24,American Airlines,CMH,3759,PHL,3752,United States
AA,24,American Airlines,CMH,3759,PHX,3462,United States
AA,24,American Airlines,CMI,4049,DFW,3670,United States
AA,24,American Airlines,CMI,4049,ORD,3830,United States
AA,24,American Airlines,CNF,2537,MIA,3576,United States
AA,24,American Airlines,CNS,3322,BNE,3320,United States
AA,24,American Airlines,COS,3819,DFW,3670,United States
AA,24,American Airlines,COU,3719,DFW,3670,United States
AA,24,American Airlines,COU,3719,ORD,3830,United States
AA,24,American Airlines,CPH,609,LHR,507,United States
AA,24,American Airlines,CPT,797,LHR,507,United States
AA,24,American Airlines,CRP,3744,DFW,3670,United States
AA,24,American Airlines,CTS,2287,NRT,2279,United States
AA,24,American Airlines,CUN,1852,BOS,3448,United States
AA,24,American Airlines,CUN,1852,CLT,3876,United States
AA,24,American Airlines,CUN,1852,DFW,3670,United States
AA,24,American Airlines,CUN,1852,JFK,3797,United States
AA,24,American Airlines,CUN,1852,MIA,3576,United States
AA,24,American Airlines,CUN,1852,ORD,3830,United States
AA,24,American Airlines,CUN,1852,PHL,3752,United States
AA,24,American Airlines,CUN,1852,PHX,3462,United States
AA,24,American Airlines,CUR,2897,MIA,3576,United States
AA,24,American Airlines,CUU,1797,DFW,3670,United States
AA,24,American Airlines,CVG,3488,CLT,3876,United States
AA,24,American Airlines,CVG,3488,DCA,3520,United States
AA,24,American Airlines,CVG,3488,DFW,3670,United States
AA,24,American Airlines,CVG,3488,JFK,3797,United States
AA,24,American Airlines,CVG,3488,MIA,3576,United States
AA,24,American Airlines,CVG,3488,ORD,3830,United States
AA,24,American Airlines,CVG,3488,PHL,3752,United States
AA,24,American Airlines,CWA,4045,ORD,3830,United States
AA,24,American Airlines,CWB,2545,POA,2599,United States
AA,24,American Airlines,CZM,1800,CLT,3876,United States
AA,24,American Airlines,CZM,1800,DFW,3670,United States
AA,24,American Airlines,CZM,1800,MIA,3576,United States
AA,24,American Airlines,DAB,3950,CLT,3876,United States
AA,24,American Airlines,DAY,3627,CLT,3876,United States
AA,24,American Airlines,DAY,3627,DCA,3520,United States
AA,24,American Airlines,DAY,3627,DFW,3670,United States
AA,24,American Airlines,DAY,3627,LGA,3697,United States
AA,24,American Airlines,DAY,3627,ORD,3830,United States
AA,24,American Airlines,DAY,3627,PHL,3752,United States
AA,24,American Airlines,DBQ,4388,ORD,3830,United States
AA,24,American Airlines,DCA,3520,AGS,3658,United States
AA,24,American Airlines,DCA,3520,ALB,3864,United States
AA,24,American Airlines,DCA,3520,BDL,3825,United States
AA,24,American Airlines,DCA,3520,BGR,3463,United States
AA,24,American Airlines,DCA,3520,BHM,3811,United States
AA,24,American Airlines,DCA,3520,BNA,3690,United States
AA,24,American Airlines,DCA,3520,BOS,3448,United States
AA,24,American Airlines,DCA,3520,BTV,3711,United States
AA,24,American Airlines,DCA,3520,BUF,3820,United States
AA,24,American Airlines,DCA,3520,CAE,3561,United States
AA,24,American Airlines,DCA,3520,CAK,4112,United States
AA,24,American Airlines,DCA,3520,CHA,3578,United States
AA,24,American Airlines,DCA,3520,CHS,3806,United States
AA,24,American Airlines,DCA,3520,CLT,3876,United States
AA,24,American Airlines,DCA,3520,CMH,3759,United States
AA,24,American Airlines,DCA,3520,CRW,4285,United States
AA,24,American Airlines,DCA,3520,CVG,3488,United States
AA,24,American Airlines,DCA,3520,DAY,3627,United States
AA,24,American Airlines,DCA,3520,DFW,3670,United States
AA,24,American Airlines,DCA,3520,DSM,3729,United States
AA,24,American Airlines,DCA,3520,DTW,3645,United States
AA,24,American Airlines,DCA,3520,FAY,5738,United States
AA,24,American Airlines,DCA,3520,FLL,3533,United States
AA,24,American Airlines,DCA,3520,GSO,4008,United States
AA,24,American Airlines,DCA,3520,GSP,4034,United States
AA,24,American Airlines,DCA,3520,HHH,8314,United States
AA,24,American Airlines,DCA,3520,HPN,3589,United States
AA,24,American Airlines,DCA,3520,HSV,4113,United States
AA,24,American Airlines,DCA,3520,ILM,3845,United States
AA,24,American Airlines,DCA,3520,IND,3585,United States
AA,24,American Airlines,DCA,3520,ISP,3857,United States
AA,24,American Airlines,DCA,3520,JAN,3580,United States
AA,24,American Airlines,DCA,3520,JAX,3712,United States
AA,24,American Airlines,DCA,3520,JFK,3797,United States
AA,24,American Airlines,DCA,3520,LAS,3877,United States
AA,24,American Airlines,DCA,3520,LAX,3484,United States
AA,24,American Airlines,DCA,3520,LGA,3697,United States
AA,24,American Airlines,DCA,3520,LIT,3660,United States
AA,24,American Airlines,DCA,3520,MCI,3458,United States
AA,24,American Airlines,DCA,3520,MCO,3878,United States
AA,24,American Airlines,DCA,3520,MEM,3473,United States
AA,24,American Airlines,DCA,3520,MHT,4011,United States
AA,24,American Airlines,DCA,3520,MIA,3576,United States
AA,24,American Airlines,DCA,3520,MSP,3858,United States
AA,24,American Airlines,DCA,3520,MSY,3861,United States
AA,24,American Airlines,DCA,3520,MYR,3515,United States
AA,24,American Airlines,DCA,3520,NAS,1953,United States
AA,24,American Airlines,DCA,3520,OAJ,4386,United States
AA,24,American Airlines,DCA,3520,OMA,3454,United States
AA,24,American Airlines,DCA,3520,ORD,3830,United States
AA,24,American Airlines,DCA,3520,ORF,3611,United States
AA,24,American Airlines,DCA,3520,PBI,3722,United States
AA,24,American Airlines,DCA,3520,PDX,3720,United States
AA,24,American Airlines,DCA,3520,PHL,3752,United States
AA,24,American Airlines,DCA,3520,PHX,3462,United States
AA,24,American Airlines,DCA,3520,PIT,3570,United States
AA,24,American Airlines,DCA,3520,PNS,3564,United States
AA,24,American Airlines,DCA,3520,PVD,3641,United States
AA,24,American Airlines,DCA,3520,PWM,3862,United States
AA,24,American Airlines,DCA,3520,RDU,3626,United States
AA,24,American Airlines,DCA,3520,ROC,3622,United States
AA,24,American Airlines,DCA,3520,RSW,3793,United States
AA,24,American Airlines,DCA,3520,SAN,3731,United States
AA,24,American Airlines,DCA,3520,SAV,3613,United States
AA,24,American Airlines,DCA,3520,SDF,4014,United States
AA,24,American Airlines,DCA,3520,SRQ,4067,United States
AA,24,American Airlines,DCA,3520,STL,3678,United States
AA,24,American Airlines,DCA,3520,SYR,3745,United States
AA,24,American Airlines,DCA,3520,TLH,3698,United States
AA,24,American Airlines,DCA,3520,TPA,3646,United States
AA,24,American Airlines,DCA,3520,TYS,3676,United States
AA,24,American Airlines,DCA,3520,VPS,3873,United States
AA,24,American Airlines,DCA,3520,YHZ,73,United States
AA,24,American Airlines,DCA,3520,YUL,146,United States
AA,24,American Airlines,DCA,3520,YYZ,193,United States
AA,24,American Airlines,DEL,3093,LHR,507,United States
AA,24,American Airlines,DEN,3751,CLT,3876,United States
AA,24,American Airlines,DEN,3751,DFW,3670,United States
AA,24,American Airlines,DEN,3751,LAX,3484,United States
AA,24,American Airlines,DEN,3751,LHR,507,United States
AA,24,American Airlines,DEN,3751,MIA,3576,United States
AA,24,American Airlines,DEN,3751,ORD,3830,United States
AA,24,American Airlines,DEN,3751,PHL,3752,United States
AA,24,American Airlines,DEN,3751,PHX,3462,United States
AA,24,American Airlines,DEN,3751,SEA,3577,United States
AA,24,American Airlines,DFW,3670,ABI,3718,United States
AA,24,American Airlines,DFW,3670,ABQ,4019,United States
AA,24,American Airlines,DFW,3670,ACT,3700,United States
AA,24,American Airlines,DFW,3670,AEX,3852,United States
AA,24,American Airlines,DFW,3670,AGU,1785,United States
AA,24,American Airlines,DFW,3670,AMA,3840,United States
AA,24,American Airlines,DFW,3670,ATL,3682,United States
AA,24,American Airlines,DFW,3670,AUS,3673,United States
AA,24,American Airlines,DFW,3670,BDL,3825,United States
AA,24,American Airlines,DFW,3670,BHM,3811,United States
AA,24,American Airlines,DFW,3670,BJX,1815,United States
AA,24,American Airlines,DFW,3670,BMI,4037,United States
AA,24,American Airlines,DFW,3670,BNA,3690,United States
AA,24,American Airlines,DFW,3670,BNE,3320,United States
AA,24,American Airlines,DFW,3670,BOG,2709,United States
AA,24,American Airlines,DFW,3670,BOS,3448,United States
AA,24,American Airlines,DFW,3670,BPT,3612,United States
AA,24,American Airlines,DFW,3670,BRO,3738,United States
AA,24,American Airlines,DFW,3670,BTR,3846,United States
AA,24,American Airlines,DFW,3670,BWI,3849,United States
AA,24,American Airlines,DFW,3670,BZE,1957,United States
AA,24,American Airlines,DFW,3670,CAE,3561,United States
AA,24,American Airlines,DFW,3670,CCS,2851,United States
AA,24,American Airlines,DFW,3670,CDG,1382,United States
AA,24,American Airlines,DFW,3670,CHA,3578,United States
AA,24,American Airlines,DFW,3670,CHS,3806,United States
AA,24,American Airlines,DFW,3670,CID,4043,United States
AA,24,American Airlines,DFW,3670,CLE,3486,United States
AA,24,American Airlines,DFW,3670,CLL,3715,United States
AA,24,American Airlines,DFW,3670,CLT,3876,United States
AA,24,American Airlines,DFW,3670,CMH,3759,United States
AA,24,American Airlines,DFW,3670,CMI,4049,United States
AA,24,American Airlines,DFW,3670,COS,3819,United States
AA,24,American Airlines,DFW,3670,COU,3719,United States
AA,24,American Airlines,DFW,3670,CRP,3744,United States
AA,24,American Airlines,DFW,3670,CRW,4285,United States
AA,24,American Airlines,DFW,3670,CUN,1852,United States
AA,24,American Airlines,DFW,3670,CUU,1797,United States
AA,24,American Airlines,DFW,3670,CVG,3488,United States
AA,24,American Airlines,DFW,3670,CZM,1800,United States
AA,24,American Airlines,DFW,3670,DAY,3627,United States
AA,24,American Airlines,DFW,3670,DCA,3520,United States
AA,24,American Airlines,DFW,3670,DEN,3751,United States
AA,24,American Airlines,DFW,3670,DRO,3713,United States
AA,24,American Airlines,DFW,3670,DSM,3729,United States
AA,24,American Airlines,DFW,3670,DTW,3645,United States
AA,24,American Airlines,DFW,3670,ELP,3559,United States
AA,24,American Airlines,DFW,3670,EVV,4018,United States
AA,24,American Airlines,DFW,3670,EWR,3494,United States
AA,24,American Airlines,DFW,3670,EZE,3988,United States
AA,24,American Airlines,DFW,3670,FAR,4292,United States
AA,24,American Airlines,DFW,3670,FAT,3687,United States
AA,24,American Airlines,DFW,3670,FLL,3533,United States
AA,24,American Airlines,DFW,3670,FRA,340,United States
AA,24,American Airlines,DFW,3670,FSD,4009,United States
AA,24,American Airlines,DFW,3670,FSM,3437,United States
AA,24,American Airlines,DFW,3670,FWA,4041,United States
AA,24,American Airlines,DFW,3670,GCK,3497,United States
AA,24,American Airlines,DFW,3670,GDL,1804,United States
AA,24,American Airlines,DFW,3670,GGG,3465,United States
AA,24,American Airlines,DFW,3670,GIG,2560,United States
AA,24,American Airlines,DFW,3670,GJT,4063,United States
AA,24,American Airlines,DFW,3670,GPT,4038,United States
AA,24,American Airlines,DFW,3670,GRI,5740,United States
AA,24,American Airlines,DFW,3670,GRK,3775,United States
AA,24,American Airlines,DFW,3670,GRR,3685,United States
AA,24,American Airlines,DFW,3670,GRU,2564,United States
AA,24,American Airlines,DFW,3670,GSO,4008,United States
AA,24,American Airlines,DFW,3670,GSP,4034,United States
AA,24,American Airlines,DFW,3670,GUA,1767,United States
AA,24,American Airlines,DFW,3670,HNL,3728,United States
AA,24,American Airlines,DFW,3670,HOU,3566,United States
AA,24,American Airlines,DFW,3670,HSV,4113,United States
AA,24,American Airlines,DFW,3670,IAD,3714,United States
AA,24,American Airlines,DFW,3670,IAH,3550,United States
AA,24,American Airlines,DFW,3670,ICN,3930,United States
AA,24,American Airlines,DFW,3670,ICT,3457,United States
AA,24,American Airlines,DFW,3670,IND,3585,United States
AA,24,American Airlines,DFW,3670,JAN,3580,United States
AA,24,American Airlines,DFW,3670,JAX,3712,United States
AA,24,American Airlines,DFW,3670,JFK,3797,United States
AA,24,American Airlines,DFW,3670,JLN,4354,United States
AA,24,American Airlines,DFW,3670,LAS,3877,United States
AA,24,American Airlines,DFW,3670,LAW,4256,United States
AA,24,American Airlines,DFW,3670,LAX,3484,United States
AA,24,American Airlines,DFW,3670,LBB,3829,United States
AA,24,American Airlines,DFW,3670,LCH,3513,United States
AA,24,American Airlines,DFW,3670,LEX,4017,United States
AA,24,American Airlines,DFW,3670,LFT,3493,United States
AA,24,American Airlines,DFW,3670,LGA,3697,United States
AA,24,American Airlines,DFW,3670,LHR,507,United States
AA,24,American Airlines,DFW,3670,LIM,2789,United States
AA,24,American Airlines,DFW,3670,LIR,1881,United States
AA,24,American Airlines,DFW,3670,LIT,3660,United States
AA,24,American Airlines,DFW,3670,LRD,3691,United States
AA,24,American Airlines,DFW,3670,MAD,1229,United States
AA,24,American Airlines,DFW,3670,MAF,3652,United States
AA,24,American Airlines,DFW,3670,MBJ,1780,United States
AA,24,American Airlines,DFW,3670,MCI,3458,United States
AA,24,American Airlines,DFW,3670,MCO,3878,United States
AA,24,American Airlines,DFW,3670,MEM,3473,United States
AA,24,American Airlines,DFW,3670,MEX,1824,United States
AA,24,American Airlines,DFW,3670,MFE,3826,United States
AA,24,American Airlines,DFW,3670,MGM,4115,United States
AA,24,American Airlines,DFW,3670,MHK,4050,United States
AA,24,American Airlines,DFW,3670,MIA,3576,United States
AA,24,American Airlines,DFW,3670,MKE,3717,United States
AA,24,American Airlines,DFW,3670,MLI,4072,United States
AA,24,American Airlines,DFW,3670,MLM,1821,United States
AA,24,American Airlines,DFW,3670,MLU,3732,United States
AA,24,American Airlines,DFW,3670,MOB,3782,United States
AA,24,American Airlines,DFW,3670,MSN,3459,United States
AA,24,American Airlines,DFW,3670,MSP,3858,United States
AA,24,American Airlines,DFW,3670,MSY,3861,United States
AA,24,American Airlines,DFW,3670,MTY,1825,United States
AA,24,American Airlines,DFW,3670,MZT,1826,United States
AA,24,American Airlines,DFW,3670,NAS,1953,United States
AA,24,American Airlines,DFW,3670,NRT,2279,United States
AA,24,American Airlines,DFW,3670,OGG,3456,United States
AA,24,American Airlines,DFW,3670,OKC,3863,United States
AA,24,American Airlines,DFW,3670,OMA,3454,United States
AA,24,American Airlines,DFW,3670,ONT,3734,United States
AA,24,American Airlines,DFW,3670,ORD,3830,United States
AA,24,American Airlines,DFW,3670,ORF,3611,United States
AA,24,American Airlines,DFW,3670,PBC,1831,United States
AA,24,American Airlines,DFW,3670,PBI,3722,United States
AA,24,American Airlines,DFW,3670,PDX,3720,United States
AA,24,American Airlines,DFW,3670,PHL,3752,United States
AA,24,American Airlines,DFW,3670,PHX,3462,United States
AA,24,American Airlines,DFW,3670,PIA,4046,United States
AA,24,American Airlines,DFW,3670,PIT,3570,United States
AA,24,American Airlines,DFW,3670,PLS,1754,United States
AA,24,American Airlines,DFW,3670,PNS,3564,United States
AA,24,American Airlines,DFW,3670,PSP,3839,United States
AA,24,American Airlines,DFW,3670,PTY,1871,United States
AA,24,American Airlines,DFW,3670,PVR,1836,United States
AA,24,American Airlines,DFW,3670,QRO,1838,United States
AA,24,American Airlines,DFW,3670,RAP,4087,United States
AA,24,American Airlines,DFW,3670,RDU,3626,United States
AA,24,American Airlines,DFW,3670,RIC,3608,United States
AA,24,American Airlines,DFW,3670,RNO,3807,United States
AA,24,American Airlines,DFW,3670,ROW,3736,United States
AA,24,American Airlines,DFW,3670,RSW,3793,United States
AA,24,American Airlines,DFW,3670,RTB,1774,United States
AA,24,American Airlines,DFW,3670,SAF,3784,United States
AA,24,American Airlines,DFW,3670,SAL,1892,United States
AA,24,American Airlines,DFW,3670,SAN,3731,United States
AA,24,American Airlines,DFW,3670,SAT,3621,United States
AA,24,American Airlines,DFW,3670,SAV,3613,United States
AA,24,American Airlines,DFW,3670,SCL,2650,United States
AA,24,American Airlines,DFW,3670,SDF,4014,United States
AA,24,American Airlines,DFW,3670,SEA,3577,United States
AA,24,American Airlines,DFW,3670,SFO,3469,United States
AA,24,American Airlines,DFW,3670,SGF,4348,United States
AA,24,American Airlines,DFW,3670,SHV,3609,United States
AA,24,American Airlines,DFW,3670,SJC,3748,United States
AA,24,American Airlines,DFW,3670,SJD,1840,United States
AA,24,American Airlines,DFW,3670,SJO,1885,United States
AA,24,American Airlines,DFW,3670,SJT,3708,United States
AA,24,American Airlines,DFW,3670,SJU,2890,United States
AA,24,American Airlines,DFW,3670,SLC,3536,United States
AA,24,American Airlines,DFW,3670,SLP,1842,United States
AA,24,American Airlines,DFW,3670,SMF,3817,United States
AA,24,American Airlines,DFW,3670,SNA,3867,United States
AA,24,American Airlines,DFW,3670,SPI,4336,United States
AA,24,American Airlines,DFW,3670,SPS,3680,United States
AA,24,American Airlines,DFW,3670,STL,3678,United States
AA,24,American Airlines,DFW,3670,TLH,3698,United States
AA,24,American Airlines,DFW,3670,TPA,3646,United States
AA,24,American Airlines,DFW,3670,TRC,1845,United States
AA,24,American Airlines,DFW,3670,TUL,3855,United States
AA,24,American Airlines,DFW,3670,TUS,3636,United States
AA,24,American Airlines,DFW,3670,TXK,3770,United States
AA,24,American Airlines,DFW,3670,TYR,3848,United States
AA,24,American Airlines,DFW,3670,TYS,3676,United States
AA,24,American Airlines,DFW,3670,VPS,3873,United States
AA,24,American Airlines,DFW,3670,XNA,4356,United States
AA,24,American Airlines,DFW,3670,YEG,49,United States
AA,24,American Airlines,DFW,3670,YUL,146,United States
AA,24,American Airlines,DFW,3670,YVR,156,United States
AA,24,American Airlines,DFW,3670,YYC,178,United States
AA,24,American Airlines,DFW,3670,YYZ,193,United States
AA,24,American Airlines,DFW,3670,ZCL,1855,United States
AA,24,American Airlines,DKR,1084,BJL,1050,United States
AA,24,American Airlines,DKR,1084,LPA,1054,United States
AA,24,American Airlines,DOH,11051,BAH,2057,United States
AA,24,American Airlines,DOH,11051,IAD,3714,United States
AA,24,American Airlines,DOH,11051,IAH,3550,United States
AA,24,American Airlines,DOH,11051,JFK,3797,United States
